area_name,area_type,year,month,seasonally_adjusted(y/n),status,labor_force,employment,unemployment,unemployment_rate
Imperial County,County,1993,Annual,N,Final,55300,39000,16200,29.4
Imperial County,County,1994,Annual,N,Final,57500,42300,15300,26.5
Imperial County,County,1995,Annual,N,Final,57900,41000,17000,29.3
Imperial County,County,1996,Annual,N,Final,57500,40200,17300,30.0
Imperial County,County,1997,Annual,N,Final,56200,41000,15100,27.0
Imperial County,County,1998,Annual,N,Final,55900,41400,14600,26.0
Imperial County,County,1999,Annual,N,Final,55200,42100,13100,23.7
Imperial County,County,2000,Annual,N,Final,56100,46300,9700,17.3
Imperial County,County,2001,Annual,N,Final,55600,46700,8900,16.0
Imperial County,County,2002,Annual,N,Final,57400,48800,8700,15.1
Imperial County,County,2003,Annual,N,Final,58900,49700,9300,15.7
Imperial County,County,2004,Annual,N,Final,59700,49500,10200,17.0
Imperial County,County,2005,Annual,N,Final,61000,51200,9700,15.9
Imperial County,County,2006,Annual,N,Final,63500,53700,9800,15.4
Imperial County,County,2007,Annual,N,Final,66600,54600,11900,18.0
Imperial County,County,2008,Annual,N,Final,73200,56700,16500,22.5
Imperial County,County,2009,Annual,N,Final,77000,55300,21700,28.2
Imperial County,County,2010,Annual,N,Final,78900,56000,22900,29.1
Imperial County,County,2011,Annual,N,Final,79200,56300,22900,28.9
Imperial County,County,2012,Annual,N,Final,79100,57400,21700,27.4
Imperial County,County,2013,Annual,N,Final,78200,58500,19700,25.2
Imperial County,County,2014,Annual,N,Final,78400,59300,19000,24.3
Imperial County,County,2015,Annual,N,Final,76700,57900,18800,24.6
Imperial County,County,2016,Annual,N,Final,74600,56300,18300,24.5
Imperial County,County,2017,Annual,N,Final,71200,57000,14200,19.9
Imperial County,County,2018,Annual,N,Final,70400,57000,13400,19.0
Imperial County,County,2019,Annual,N,Final,72600,57300,15300,21.1
Imperial County,County,2020,Annual,N,Final,69700,53600,16200,23.2
Imperial County,County,2021,Annual,N,Final,67100,55000,12100,18.0
Imperial County,County,2022,Annual,N,Final,68100,57600,10500,15.4
Imperial County,County,2023,Annual,N,Final,71500,58900,12600,17.6
Imperial County,County,2024,Annual,N,Final,73000,59600,13400,18.4
Inyo County,County,1990,Annual,N,Final,7020,6520,500,7.1
Inyo County,County,1991,Annual,N,Final,7180,6470,710,9.8
Inyo County,County,1992,Annual,N,Final,7170,6340,830,11.6
Inyo County,County,1993,Annual,N,Final,7100,6310,790,11.2
Inyo County,County,1994,Annual,N,Final,7170,6410,760,10.6
Inyo County,County,1995,Annual,N,Final,7090,6420,670,9.4
Inyo County,County,1996,Annual,N,Final,7260,6630,630,8.7
Inyo County,County,1997,Annual,N,Final,7290,6680,600,8.2
Inyo County,County,1998,Annual,N,Final,7260,6730,530,7.3
Inyo County,County,1999,Annual,N,Final,7140,6720,410,5.7
Inyo County,County,2000,Annual,N,Final,8860,8450,410,4.6
Inyo County,County,2001,Annual,N,Final,9040,8630,410,4.6
Inyo County,County,2002,Annual,N,Final,9230,8720,500,5.5
Inyo County,County,2003,Annual,N,Final,9130,8590,530,5.8
Inyo County,County,2004,Annual,N,Final,9280,8790,490,5.3
Inyo County,County,2005,Annual,N,Final,9340,8880,460,4.9
Inyo County,County,2006,Annual,N,Final,9080,8670,410,4.5
Inyo County,County,2007,Annual,N,Final,8970,8530,440,4.9
Inyo County,County,2008,Annual,N,Final,9180,8570,610,6.6
Inyo County,County,2009,Annual,N,Final,9500,8620,880,9.3
Inyo County,County,2010,Annual,N,Final,9760,8800,960,9.8
Inyo County,County,2011,Annual,N,Final,9640,8710,940,9.7
Inyo County,County,2012,Annual,N,Final,9530,8660,870,9.1
Inyo County,County,2013,Annual,N,Final,9360,8620,740,7.9
Inyo County,County,2014,Annual,N,Final,9200,8570,640,6.9
Inyo County,County,2015,Annual,N,Final,9090,8560,530,5.8
Inyo County,County,2016,Annual,N,Final,8540,8060,480,5.6
Inyo County,County,2017,Annual,N,Final,8300,7920,390,4.6
Inyo County,County,2018,Annual,N,Final,8390,8040,350,4.1
Inyo County,County,2019,Annual,N,Final,8450,8130,320,3.8
Inyo County,County,2020,Annual,N,Final,8040,7360,670,8.3
Inyo County,County,2021,Annual,N,Final,7960,7460,500,6.3
Inyo County,County,2022,Annual,N,Final,7880,7560,320,4.0
Inyo County,County,2023,Annual,N,Final,8150,7820,320,4.0
Inyo County,County,2024,Annual,N,Final,8400,8050,350,4.2
Kern County,County,1990,Annual,N,Final,257000,229000,28000,10.9
Kern County,County,1991,Annual,N,Final,265100,232500,32700,12.3
Kern County,County,1992,Annual,N,Final,273100,229900,43200,15.8
Kern County,County,1993,Annual,N,Final,273200,230000,43200,15.8
Kern County,County,1994,Annual,N,Final,265400,225000,40400,15.2
Kern County,County,1995,Annual,N,Final,270800,233300,37400,13.8
Kern County,County,1996,Annual,N,Final,277300,241200,36100,13.0
Kern County,County,1997,Annual,N,Final,278200,243500,34600,12.5
Kern County,County,1998,Annual,N,Final,278600,244800,33900,12.2
Kern County,County,1999,Annual,N,Final,278800,246800,32100,11.5
Kern County,County,2000,Annual,N,Final,293800,269800,24000,8.2
Kern County,County,2001,Annual,N,Final,298100,272500,25600,8.6
Kern County,County,2002,Annual,N,Final,306200,276000,30200,9.9
Kern County,County,2003,Annual,N,Final,312600,280000,32500,10.4
Kern County,County,2004,Annual,N,Final,315700,284400,31200,9.9
Kern County,County,2005,Annual,N,Final,328700,301300,27500,8.4
Kern County,County,2006,Annual,N,Final,338800,313300,25500,7.5
Kern County,County,2007,Annual,N,Final,348500,320200,28300,8.1
Kern County,County,2008,Annual,N,Final,362800,327200,35600,9.8
Kern County,County,2009,Annual,N,Final,367700,314200,53500,14.5
Kern County,County,2010,Annual,N,Final,372100,313300,58800,15.8
Kern County,County,2011,Annual,N,Final,380900,324400,56500,14.8
Kern County,County,2012,Annual,N,Final,390900,339300,51600,13.2
Kern County,County,2013,Annual,N,Final,392500,346000,46500,11.9
Kern County,County,2014,Annual,N,Final,392300,351000,41300,10.5
Kern County,County,2015,Annual,N,Final,390200,350300,40000,10.2
Kern County,County,2016,Annual,N,Final,390500,349900,40700,10.4
Kern County,County,2017,Annual,N,Final,386600,350900,35700,9.2
Kern County,County,2018,Annual,N,Final,387700,356500,31300,8.1
Kern County,County,2019,Annual,N,Final,391000,360400,30600,7.8
Kern County,County,2020,Annual,N,Final,388600,339100,49500,12.7
Kern County,County,2021,Annual,N,Final,388100,349500,38500,9.9
Kern County,County,2022,Annual,N,Final,393000,365300,27700,7.1
Kern County,County,2023,Annual,N,Final,401400,368700,32800,8.2
Kern County,County,2024,Annual,N,Final,408100,372800,35300,8.6
Kings County,County,1990,Annual,N,Final,37600,33400,4200,11.2
Kings County,County,1991,Annual,N,Final,38700,33700,5000,12.8
Kings County,County,1992,Annual,N,Final,40600,34400,6200,15.3
Kings County,County,1993,Annual,N,Final,40900,34700,6300,15.3
Kings County,County,1994,Annual,N,Final,40900,35000,5900,14.3
Kings County,County,1995,Annual,N,Final,41800,35700,6100,14.6
Kings County,County,1996,Annual,N,Final,42900,37200,5700,13.3
Kings County,County,1997,Annual,N,Final,43600,37800,5800,13.3
Kings County,County,1998,Annual,N,Final,43200,37200,6000,13.9
Kings County,County,1999,Annual,N,Final,42900,37200,5700,13.2
Kings County,County,2000,Annual,N,Final,49200,44400,4900,9.9
Kings County,County,2001,Annual,N,Final,50300,44900,5400,10.7
Kings County,County,2002,Annual,N,Final,51900,45700,6100,11.8
Kings County,County,2003,Annual,N,Final,53300,46900,6400,12.1
Kings County,County,2004,Annual,N,Final,53400,47500,5900,11.0
Kings County,County,2005,Annual,N,Final,54200,49100,5100,9.4
Kings County,County,2006,Annual,N,Final,55400,50800,4700,8.4
Kings County,County,2007,Annual,N,Final,57900,52900,5000,8.6
Kings County,County,2008,Annual,N,Final,59300,53100,6300,10.6
Kings County,County,2009,Annual,N,Final,61300,52300,9000,14.7
Kings County,County,2010,Annual,N,Final,59500,49800,9700,16.3
Kings County,County,2011,Annual,N,Final,58900,49500,9400,15.9
Kings County,County,2012,Annual,N,Final,58700,49900,8800,14.9
Kings County,County,2013,Annual,N,Final,58100,50200,7900,13.5
Kings County,County,2014,Annual,N,Final,57400,50500,6900,12.1
Kings County,County,2015,Annual,N,Final,57700,51700,6100,10.5
Kings County,County,2016,Annual,N,Final,55600,49900,5800,10.4
Kings County,County,2017,Annual,N,Final,55800,50600,5200,9.3
Kings County,County,2018,Annual,N,Final,55500,50900,4600,8.2
Kings County,County,2019,Annual,N,Final,55800,51100,4700,8.3
Kings County,County,2020,Annual,N,Final,54900,48100,6800,12.3
Kings County,County,2021,Annual,N,Final,53900,48400,5400,10.1
Kings County,County,2022,Annual,N,Final,54700,50600,4100,7.4
Kings County,County,2023,Annual,N,Final,56800,52000,4800,8.5
Kings County,County,2024,Annual,N,Final,58400,53200,5200,8.9
Lake County,County,1990,Annual,N,Final,19990,18220,1770,8.9
Lake County,County,1991,Annual,N,Final,20940,18700,2250,10.7
Lake County,County,1992,Annual,N,Final,22350,19460,2890,12.9
Lake County,County,1993,Annual,N,Final,22870,19810,3060,13.4
Lake County,County,1994,Annual,N,Final,22430,19610,2820,12.6
Lake County,County,1995,Annual,N,Final,23670,20880,2790,11.8
Lake County,County,1996,Annual,N,Final,23580,20810,2770,11.7
Lake County,County,1997,Annual,N,Final,23000,20520,2480,10.8
Lake County,County,1998,Annual,N,Final,23140,20910,2230,9.6
Lake County,County,1999,Annual,N,Final,23550,21700,1850,7.8
Lake County,County,2000,Annual,N,Final,23090,21430,1660,7.2
Lake County,County,2001,Annual,N,Final,24800,23050,1750,7.1
Lake County,County,2002,Annual,N,Final,25760,23600,2160,8.4
Lake County,County,2003,Annual,N,Final,25950,23560,2390,9.2
Lake County,County,2004,Annual,N,Final,25860,23530,2330,9.0
Lake County,County,2005,Annual,N,Final,26140,24070,2070,7.9
Lake County,County,2006,Annual,N,Final,24470,22590,1870,7.7
Lake County,County,2007,Annual,N,Final,24270,22240,2040,8.4
Lake County,County,2008,Annual,N,Final,24780,22140,2640,10.7
Lake County,County,2009,Annual,N,Final,25730,21740,3990,15.5
Lake County,County,2010,Annual,N,Final,29890,25340,4550,15.2
Lake County,County,2011,Annual,N,Final,29500,25210,4290,14.5
Lake County,County,2012,Annual,N,Final,29430,25650,3780,12.8
Lake County,County,2013,Annual,N,Final,29190,25970,3210,11.0
Lake County,County,2014,Annual,N,Final,29260,26610,2650,9.1
Lake County,County,2015,Annual,N,Final,29020,26810,2210,7.6
Lake County,County,2016,Annual,N,Final,25410,23420,1990,7.8
Lake County,County,2017,Annual,N,Final,25590,23860,1730,6.8
Lake County,County,2018,Annual,N,Final,25340,23780,1560,6.2
Lake County,County,2019,Annual,N,Final,25320,23800,1520,6.0
Lake County,County,2020,Annual,N,Final,24970,22170,2790,11.2
Lake County,County,2021,Annual,N,Final,24870,22670,2200,8.9
Lake County,County,2022,Annual,N,Final,24770,23310,1460,5.9
Lake County,County,2023,Annual,N,Final,25130,23450,1680,6.7
Lake County,County,2024,Annual,N,Final,25970,24150,1820,7.0
Lassen County,County,1990,Annual,N,Final,9990,9010,980,9.8
Lassen County,County,1991,Annual,N,Final,10260,9180,1080,10.5
Lassen County,County,1992,Annual,N,Final,10770,9530,1240,11.5
Lassen County,County,1993,Annual,N,Final,10930,9570,1360,12.4
Lassen County,County,1994,Annual,N,Final,11170,9890,1280,11.4
Lassen County,County,1995,Annual,N,Final,10980,9760,1220,11.1
Lassen County,County,1996,Annual,N,Final,11730,10440,1280,10.9
Lassen County,County,1997,Annual,N,Final,11650,10520,1130,9.7
Lassen County,County,1998,Annual,N,Final,11290,10230,1060,9.4
Lassen County,County,1999,Annual,N,Final,11060,10280,780,7.1
Lassen County,County,2000,Annual,N,Final,11360,10560,800,7.1
Lassen County,County,2001,Annual,N,Final,11680,10820,860,7.3
Lassen County,County,2002,Annual,N,Final,12230,11270,950,7.8
Lassen County,County,2003,Annual,N,Final,12360,11400,960,7.7
Lassen County,County,2004,Annual,N,Final,12230,11300,930,7.6
Lassen County,County,2005,Annual,N,Final,12320,11330,990,8.0
Lassen County,County,2006,Annual,N,Final,12310,11340,970,7.9
Lassen County,County,2007,Annual,N,Final,12560,11540,1020,8.1
Lassen County,County,2008,Annual,N,Final,12950,11710,1240,9.6
Lassen County,County,2009,Annual,N,Final,13740,11990,1750,12.8
Lassen County,County,2010,Annual,N,Final,12120,10400,1720,14.2
Lassen County,County,2011,Annual,N,Final,11740,10150,1590,13.5
Lassen County,County,2012,Annual,N,Final,11440,10010,1430,12.5
Lassen County,County,2013,Annual,N,Final,10980,9800,1170,10.7
Lassen County,County,2014,Annual,N,Final,10810,9810,1000,9.2
Lassen County,County,2015,Annual,N,Final,10760,9980,780,7.2
Lassen County,County,2016,Annual,N,Final,9760,9000,750,7.7
Lassen County,County,2017,Annual,N,Final,9440,8850,580,6.2
Lassen County,County,2018,Annual,N,Final,9270,8770,500,5.4
Lassen County,County,2019,Annual,N,Final,9150,8670,480,5.3
Lassen County,County,2020,Annual,N,Final,8840,8100,740,8.3
Lassen County,County,2021,Annual,N,Final,8590,7980,610,7.1
Lassen County,County,2022,Annual,N,Final,8110,7700,410,5.1
Lassen County,County,2023,Annual,N,Final,7980,7530,450,5.6
Lassen County,County,2024,Annual,N,Final,8170,7660,510,6.3
Los Angeles County,County,1990,Annual,N,Final,4526600,4260700,265800,5.9
Los Angeles County,County,1991,Annual,N,Final,4457800,4100100,357800,8.0
Los Angeles County,County,1992,Annual,N,Final,4453200,4013100,440100,9.9
Los Angeles County,County,1993,Annual,N,Final,4349200,3911600,437500,10.1
Los Angeles County,County,1994,Annual,N,Final,4299400,3901300,398100,9.3
Los Angeles County,County,1995,Annual,N,Final,4284800,3937800,347000,8.1
Los Angeles County,County,1996,Annual,N,Final,4328800,3972900,355900,8.2
Los Angeles County,County,1997,Annual,N,Final,4431800,4125800,306000,6.9
Los Angeles County,County,1998,Annual,N,Final,4547500,4248200,299400,6.6
Los Angeles County,County,1999,Annual,N,Final,4583700,4313600,270100,5.9
Los Angeles County,County,2000,Annual,N,Final,4679800,4426500,253400,5.4
Los Angeles County,County,2001,Annual,N,Final,4742500,4471900,270500,5.7
Los Angeles County,County,2002,Annual,N,Final,4759900,4434500,325400,6.8
Los Angeles County,County,2003,Annual,N,Final,4751600,4418300,333200,7.0
Los Angeles County,County,2004,Annual,N,Final,4772100,4461400,310800,6.5
Los Angeles County,County,2005,Annual,N,Final,4809700,4553900,255800,5.3
Los Angeles County,County,2006,Annual,N,Final,4836800,4607700,229100,4.7
Los Angeles County,County,2007,Annual,N,Final,4911000,4661300,249700,5.1
Los Angeles County,County,2008,Annual,N,Final,4981900,4607900,374000,7.5
Los Angeles County,County,2009,Annual,N,Final,4962900,4384100,578700,11.7
Los Angeles County,County,2010,Annual,N,Final,4929900,4308600,621300,12.6
Los Angeles County,County,2011,Annual,N,Final,4923000,4320300,602700,12.2
Los Angeles County,County,2012,Annual,N,Final,4907300,4373200,534200,10.9
Los Angeles County,County,2013,Annual,N,Final,4962800,4474800,487900,9.8
Los Angeles County,County,2014,Annual,N,Final,4988500,4577600,410900,8.2
Los Angeles County,County,2015,Annual,N,Final,4990700,4657000,333700,6.7
Los Angeles County,County,2016,Annual,N,Final,5041400,4774400,266900,5.3
Los Angeles County,County,2017,Annual,N,Final,5107300,4863500,243900,4.8
Los Angeles County,County,2018,Annual,N,Final,5127100,4888800,238300,4.6
Los Angeles County,County,2019,Annual,N,Final,5164000,4932300,231700,4.5
Los Angeles County,County,2020,Annual,N,Final,4972600,4363200,609400,12.3
Los Angeles County,County,2021,Annual,N,Final,4999700,4551600,448100,9.0
Los Angeles County,County,2022,Annual,N,Final,5021800,4771700,250100,5.0
Los Angeles County,County,2023,Annual,N,Final,5055300,4799000,256200,5.1
Los Angeles County,County,2024,Annual,N,Final,5109800,4812600,297200,5.8
Madera County,County,1990,Annual,N,Final,41600,36000,5600,13.5
Madera County,County,1991,Annual,N,Final,44300,37600,6700,15.1
Madera County,County,1992,Annual,N,Final,46900,39000,7900,16.8
Madera County,County,1993,Annual,N,Final,47800,40000,7800,16.3
Madera County,County,1994,Annual,N,Final,48400,40900,7500,15.5
Madera County,County,1995,Annual,N,Final,50600,43100,7600,15.0
Madera County,County,1996,Annual,N,Final,52000,44600,7400,14.3
Madera County,County,1997,Annual,N,Final,52100,45000,7100,13.6
Madera County,County,1998,Annual,N,Final,52400,45700,6700,12.8
Madera County,County,1999,Annual,N,Final,52800,46600,6200,11.7
Madera County,County,2000,Annual,N,Final,54900,50200,4700,8.6
Madera County,County,2001,Annual,N,Final,54000,48800,5200,9.6
Madera County,County,2002,Annual,N,Final,55700,49800,6000,10.7
Madera County,County,2003,Annual,N,Final,59200,53000,6200,10.4
Madera County,County,2004,Annual,N,Final,61300,55700,5600,9.1
Madera County,County,2005,Annual,N,Final,62300,57400,4900,7.8
Madera County,County,2006,Annual,N,Final,63200,58800,4400,7.0
Madera County,County,2007,Annual,N,Final,64000,59200,4800,7.4
Madera County,County,2008,Annual,N,Final,65700,59500,6200,9.5
Madera County,County,2009,Annual,N,Final,67400,58100,9300,13.8
Madera County,County,2010,Annual,N,Final,61700,51400,10400,16.8
Madera County,County,2011,Annual,N,Final,61800,51800,10000,16.2
Madera County,County,2012,Annual,N,Final,62400,53300,9000,14.5
Madera County,County,2013,Annual,N,Final,62100,54200,7900,12.7
Madera County,County,2014,Annual,N,Final,61800,54800,7000,11.3
Madera County,County,2015,Annual,N,Final,59800,53500,6300,10.5
Madera County,County,2016,Annual,N,Final,63600,57900,5700,8.9
Madera County,County,2017,Annual,N,Final,63400,58400,5000,7.8
Madera County,County,2018,Annual,N,Final,63900,59500,4300,6.8
Madera County,County,2019,Annual,N,Final,64400,60000,4300,6.7
Madera County,County,2020,Annual,N,Final,63300,56500,6900,10.8
Madera County,County,2021,Annual,N,Final,64100,58600,5500,8.6
Madera County,County,2022,Annual,N,Final,65600,61600,4000,6.1
Madera County,County,2023,Annual,N,Final,68400,63500,4800,7.1
Madera County,County,2024,Annual,N,Final,69600,64400,5300,7.5
Marin County,County,1990,Annual,N,Final,132000,128700,3300,2.5
Marin County,County,1991,Annual,N,Final,130700,125700,5000,3.9
Marin County,County,1992,Annual,N,Final,130400,123800,6600,5.1
Marin County,County,1993,Annual,N,Final,130600,123900,6700,5.1
Marin County,County,1994,Annual,N,Final,129100,123100,6000,4.7
Marin County,County,1995,Annual,N,Final,127500,122000,5500,4.3
Marin County,County,1996,Annual,N,Final,128500,124100,4500,3.5
Marin County,County,1997,Annual,N,Final,130800,127000,3800,2.9
Marin County,County,1998,Annual,N,Final,132800,129700,3100,2.3
Marin County,County,1999,Annual,N,Final,134200,131500,2600,2.0
Marin County,County,2000,Annual,N,Final,141900,137900,4000,2.8
Marin County,County,2001,Annual,N,Final,140100,135200,5000,3.5
Marin County,County,2002,Annual,N,Final,134800,128200,6600,4.9
Marin County,County,2003,Annual,N,Final,131000,124600,6500,4.9
Marin County,County,2004,Annual,N,Final,129600,123900,5700,4.4
Marin County,County,2005,Annual,N,Final,129900,124900,5000,3.9
Marin County,County,2006,Annual,N,Final,131600,127000,4600,3.5
Marin County,County,2007,Annual,N,Final,133200,128400,4800,3.6
Marin County,County,2008,Annual,N,Final,133600,127300,6300,4.7
Marin County,County,2009,Annual,N,Final,133500,123100,10400,7.8
Marin County,County,2010,Annual,N,Final,133100,122500,10600,7.9
Marin County,County,2011,Annual,N,Final,134100,124300,9700,7.3
Marin County,County,2012,Annual,N,Final,136500,127900,8600,6.3
Marin County,County,2013,Annual,N,Final,137900,130700,7200,5.2
Marin County,County,2014,Annual,N,Final,138600,132600,6000,4.3
Marin County,County,2015,Annual,N,Final,138700,133800,4900,3.6
Marin County,County,2016,Annual,N,Final,131900,127300,4700,3.5
Marin County,County,2017,Annual,N,Final,131900,127800,4100,3.1
Marin County,County,2018,Annual,N,Final,132000,128500,3400,2.6
Marin County,County,2019,Annual,N,Final,131200,127900,3300,2.5
Marin County,County,2020,Annual,N,Final,123500,114600,8900,7.2
Marin County,County,2021,Annual,N,Final,121900,116000,5900,4.8
Marin County,County,2022,Annual,N,Final,123700,120100,3500,2.9
Marin County,County,2023,Annual,N,Final,125100,120800,4300,3.5
Marin County,County,2024,Annual,N,Final,125400,120400,4900,3.9
Mariposa County,County,1990,Annual,N,Final,6780,6400,380,5.7
Mariposa County,County,1991,Annual,N,Final,6960,6450,500,7.2
Mariposa County,County,1992,Annual,N,Final,7160,6530,630,8.8
Mariposa County,County,1993,Annual,N,Final,7240,6510,730,10.1
Mariposa County,County,1994,Annual,N,Final,7240,6540,700,9.6
Mariposa County,County,1995,Annual,N,Final,7440,6740,700,9.4
Mariposa County,County,1996,Annual,N,Final,7480,6810,680,9.0
Mariposa County,County,1997,Annual,N,Final,6860,6160,690,10.1
Mariposa County,County,1998,Annual,N,Final,6890,6360,530,7.7
Mariposa County,County,1999,Annual,N,Final,6650,6150,500,7.5
Mariposa County,County,2000,Annual,N,Final,7980,7490,490,6.1
Mariposa County,County,2001,Annual,N,Final,8490,8000,490,5.8
Mariposa County,County,2002,Annual,N,Final,8740,8170,570,6.5
Mariposa County,County,2003,Annual,N,Final,8440,7860,590,7.0
Mariposa County,County,2004,Annual,N,Final,8600,8030,580,6.7
Mariposa County,County,2005,Annual,N,Final,8840,8280,560,6.3
Mariposa County,County,2006,Annual,N,Final,9080,8570,510,5.6
Mariposa County,County,2007,Annual,N,Final,9150,8600,550,6.0
Mariposa County,County,2008,Annual,N,Final,9370,8660,710,7.5
Mariposa County,County,2009,Annual,N,Final,9510,8500,1010,10.6
Mariposa County,County,2010,Annual,N,Final,8720,7580,1140,13.1
Mariposa County,County,2011,Annual,N,Final,8630,7490,1140,13.2
Mariposa County,County,2012,Annual,N,Final,8350,7330,1020,12.3
Mariposa County,County,2013,Annual,N,Final,8210,7340,870,10.6
Mariposa County,County,2014,Annual,N,Final,8090,7370,720,8.9
Mariposa County,County,2015,Annual,N,Final,8010,7440,570,7.2
Mariposa County,County,2016,Annual,N,Final,7070,6540,520,7.4
Mariposa County,County,2017,Annual,N,Final,7140,6690,450,6.3
Mariposa County,County,2018,Annual,N,Final,7120,6710,410,5.7
Mariposa County,County,2019,Annual,N,Final,7100,6750,350,5.0
Mariposa County,County,2020,Annual,N,Final,6730,5930,800,11.9
Mariposa County,County,2021,Annual,N,Final,6570,6010,560,8.5
Mariposa County,County,2022,Annual,N,Final,6770,6440,330,4.9
Mariposa County,County,2023,Annual,N,Final,7090,6710,380,5.4
Mariposa County,County,2024,Annual,N,Final,7340,6940,400,5.5
Mendocino County,County,1990,Annual,N,Final,38780,35820,2960,7.6
Mendocino County,County,1991,Annual,N,Final,38840,34680,4160,10.7
Mendocino County,County,1992,Annual,N,Final,39790,34880,4920,12.4
Mendocino County,County,1993,Annual,N,Final,40330,35780,4550,11.3
Mendocino County,County,1994,Annual,N,Final,40410,36490,3920,9.7
Mendocino County,County,1995,Annual,N,Final,40960,37050,3910,9.5
Mendocino County,County,1996,Annual,N,Final,41940,38280,3670,8.7
Mendocino County,County,1997,Annual,N,Final,42420,38990,3420,8.1
Mendocino County,County,1998,Annual,N,Final,42340,39000,3340,7.9
Mendocino County,County,1999,Annual,N,Final,41560,38720,2830,6.8
Mendocino County,County,2000,Annual,N,Final,43610,41200,2410,5.5
Mendocino County,County,2001,Annual,N,Final,44680,42020,2660,6.0
Mendocino County,County,2002,Annual,N,Final,45840,42770,3080,6.7
Mendocino County,County,2003,Annual,N,Final,45120,41990,3130,6.9
Mendocino County,County,2004,Annual,N,Final,44030,41200,2820,6.4
Mendocino County,County,2005,Annual,N,Final,44110,41580,2530,5.7
Mendocino County,County,2006,Annual,N,Final,43590,41330,2260,5.2
Mendocino County,County,2007,Annual,N,Final,43540,41160,2380,5.5
Mendocino County,County,2008,Annual,N,Final,43660,40650,3010,6.9
Mendocino County,County,2009,Annual,N,Final,43840,39270,4560,10.4
Mendocino County,County,2010,Annual,N,Final,41630,36760,4860,11.7
Mendocino County,County,2011,Annual,N,Final,40780,36140,4640,11.4
Mendocino County,County,2012,Annual,N,Final,40840,36720,4110,10.1
Mendocino County,County,2013,Annual,N,Final,40730,37290,3440,8.4
Mendocino County,County,2014,Annual,N,Final,40340,37480,2860,7.1
Mendocino County,County,2015,Annual,N,Final,39850,37520,2330,5.8
Mendocino County,County,2016,Annual,N,Final,38280,36140,2140,5.6
Mendocino County,County,2017,Annual,N,Final,38260,36420,1840,4.8
Mendocino County,County,2018,Annual,N,Final,38140,36530,1620,4.2
Mendocino County,County,2019,Annual,N,Final,37480,35890,1600,4.3
Mendocino County,County,2020,Annual,N,Final,36040,32630,3400,9.4
Mendocino County,County,2021,Annual,N,Final,35650,33270,2380,6.7
Mendocino County,County,2022,Annual,N,Final,35890,34310,1590,4.4
Mendocino County,County,2023,Annual,N,Final,36350,34570,1780,4.9
Mendocino County,County,2024,Annual,N,Final,36500,34470,2020,5.5
Merced County,County,1990,Annual,N,Final,77000,67100,9900,12.8
Merced County,County,1991,Annual,N,Final,77400,65200,12200,15.8
Merced County,County,1992,Annual,N,Final,83100,68500,14500,17.5
Merced County,County,1993,Annual,N,Final,83200,68700,14400,17.4
Merced County,County,1994,Annual,N,Final,83600,70000,13600,16.3
Merced County,County,1995,Annual,N,Final,82700,68600,14200,17.1
Merced County,County,1996,Annual,N,Final,81800,68100,13700,16.7
Merced County,County,1997,Annual,N,Final,83300,70200,13100,15.7
Merced County,County,1998,Annual,N,Final,85100,72200,12900,15.2
Merced County,County,1999,Annual,N,Final,83700,72400,11300,13.5
Merced County,County,2000,Annual,N,Final,90300,81700,8600,9.5
Merced County,County,2001,Annual,N,Final,91900,82500,9400,10.2
Merced County,County,2002,Annual,N,Final,96000,85400,10600,11.1
Merced County,County,2003,Annual,N,Final,97200,85900,11300,11.6
Merced County,County,2004,Annual,N,Final,98000,87300,10700,10.9
Merced County,County,2005,Annual,N,Final,99300,89400,9900,10.0
Merced County,County,2006,Annual,N,Final,98700,89400,9300,9.4
Merced County,County,2007,Annual,N,Final,100800,90700,10100,10.0
Merced County,County,2008,Annual,N,Final,103200,90200,13000,12.6
Merced County,County,2009,Annual,N,Final,106900,88600,18400,17.2
Merced County,County,2010,Annual,N,Final,113800,93200,20600,18.1
Merced County,County,2011,Annual,N,Final,114300,94100,20200,17.7
Merced County,County,2012,Annual,N,Final,114700,95900,18800,16.4
Merced County,County,2013,Annual,N,Final,114400,97700,16700,14.6
Merced County,County,2014,Annual,N,Final,114300,99500,14800,13.0
Merced County,County,2015,Annual,N,Final,114100,101100,13000,11.4
Merced County,County,2016,Annual,N,Final,113900,101700,12100,10.7
Merced County,County,2017,Annual,N,Final,114800,103900,10900,9.5
Merced County,County,2018,Annual,N,Final,114800,105100,9700,8.4
Merced County,County,2019,Annual,N,Final,116100,106600,9500,8.1
Merced County,County,2020,Annual,N,Final,115700,101300,14400,12.5
Merced County,County,2021,Annual,N,Final,114800,102900,11900,10.3
Merced County,County,2022,Annual,N,Final,115400,106400,9100,7.9
Merced County,County,2023,Annual,N,Final,118900,108200,10700,9.0
Merced County,County,2024,Annual,N,Final,120600,108700,11800,9.8
Modoc County,County,1990,Annual,N,Final,3770,3400,360,9.6
Modoc County,County,1991,Annual,N,Final,3890,3400,490,12.6
Modoc County,County,1992,Annual,N,Final,4010,3500,520,12.9
Modoc County,County,1993,Annual,N,Final,3930,3390,530,13.6
Modoc County,County,1994,Annual,N,Final,4270,3750,510,12.0
Modoc County,County,1995,Annual,N,Final,4210,3650,560,13.3
Modoc County,County,1996,Annual,N,Final,4150,3640,510,12.2
Modoc County,County,1997,Annual,N,Final,3910,3450,460,11.7
